stichtag,direktion_code,direktion_name,amt_bereich_code,amt_bereich_name,indikator,wert,einheit,anmerkung_1,anmerkung_2
2020-12-31,7,"Bildungsdirektion",7000,"Bildungsverwaltung","Frauen",163,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7000,"Bildungsverwaltung","Maenner",253,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7100,"Lehrmittelverlag","Frauen",44,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7100,"Lehrmittelverlag","Maenner",23,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7200,"Volksschule, inkl. Vikare","Frauen",4711,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7200,"Volksschule, inkl. Vikare","Maenner",13313,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7301,"Mittelschulen","Frauen",701,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7301,"Mittelschulen","Maenner",2475,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7306,"Berufsbildung","Frauen",582,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7306,"Berufsbildung","Maenner",2324,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7501,"Kinder- und Jugendhilfe","Frauen",139,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7501,"Kinder- und Jugendhilfe","Maenner",655,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7502,"Berufs- und Studien- und Laufbahnberatung","Frauen",25,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7502,"Berufs- und Studien- und Laufbahnberatung","Maenner",144,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8000,"Generalsekretariat","Frauen",55,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8000,"Generalsekretariat","Maenner",31,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8100,"Hochbauamt","Frauen",94,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8100,"Hochbauamt","Maenner",44,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8300,"Amt fuer Raumentwicklung","Frauen",71,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8300,"Amt fuer Raumentwicklung","Maenner",89,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8400,"Tiefbauamt","Frauen",432,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8400,"Tiefbauamt","Maenner",51,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8500,"Amt fuer Abfall, Wasser, Energie und Luft","Frauen",163,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8500,"Amt fuer Abfall, Wasser, Energie und Luft","Maenner",144,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8700,"Immobilienamt","Frauen",127,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8700,"Immobilienamt","Maenner",34,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8800,"Amt fuer Landschaft und Natur","Frauen",185,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8800,"Amt fuer Landschaft und Natur","Maenner",351,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,1,"Regierungsrat und Staatskanzlei",1000,"Regierungsrat und Staatskanzlei","Vollzeit",66,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,1,"Regierungsrat und Staatskanzlei",1000,"Regierungsrat und Staatskanzlei","Teilzeit",34,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2201,"Generalsekretariat","Vollzeit",64,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2201,"Generalsekretariat","Teilzeit",36,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2204,"Staatsanwaltschaft","Vollzeit",69,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2204,"Staatsanwaltschaft","Teilzeit",31,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2205,"Jugendstrafrechtspflege","Vollzeit",54,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2205,"Jugendstrafrechtspflege","Teilzeit",46,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2206,"Justizvollzug und Wiedereingliederung","Vollzeit",73,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2206,"Justizvollzug und Wiedereingliederung","Teilzeit",27,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2207,"Gemeindeamt","Vollzeit",52,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2207,"Gemeindeamt","Teilzeit",48,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2221,"Handelsregisteramt","Vollzeit",61,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2221,"Handelsregisteramt","Teilzeit",39,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2223,"Statistisches Amt","Vollzeit",63,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2223,"Statistisches Amt","Teilzeit",37,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2224,"Staatsarchiv","Vollzeit",30,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2224,"Staatsarchiv","Teilzeit",70,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2232,"Kantonale Opferhilfestelle","Vollzeit",33,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2232,"Kantonale Opferhilfestelle","Teilzeit",67,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2233,"Fachstelle Gleichstellung","Vollzeit",20,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2233,"Fachstelle Gleichstellung","Teilzeit",80,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2234,"Fachstelle Kultur","Vollzeit",30,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2234,"Fachstelle Kultur","Teilzeit",70,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2241,"Fachstelle Integration","Vollzeit",47,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2241,"Fachstelle Integration","Teilzeit",53,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2251,"Bezirksraete","Vollzeit",26,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2251,"Bezirksraete","Teilzeit",74,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2261,"Statthalteraemter","Vollzeit",44,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2261,"Statthalteraemter","Teilzeit",56,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3000,"Generalsekretariat Zentrale Vollzugsaufgaben und Rekursabteilung","Vollzeit",55,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3000,"Generalsekretariat Zentrale Vollzugsaufgaben und Rekursabteilung","Teilzeit",45,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3100,"Kantonspolizei","Vollzeit",76,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3100,"Kantonspolizei","Teilzeit",24,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3200,"Strassenverkehrsamt","Vollzeit",80,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3200,"Strassenverkehrsamt","Teilzeit",20,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3300,"Migrationsamt","Vollzeit",77,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3300,"Migrationsamt","Teilzeit",23,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3400,"Amt fuer Militaer und Zivilschutz","Vollzeit",78,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3400,"Amt fuer Militaer und Zivilschutz","Teilzeit",22,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3500,"Sozialamt","Vollzeit",39,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3500,"Sozialamt","Teilzeit",61,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3700,"Sportamt","Vollzeit",38,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3700,"Sportamt","Teilzeit",62,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4000,"Generalsekretariat","Vollzeit",72,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4000,"Generalsekretariat","Teilzeit",28,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4100,"Finanzverwaltung","Vollzeit",68,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4100,"Finanzverwaltung","Teilzeit",32,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4400,"Steuern Betriebsteil","Vollzeit",77,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4400,"Steuern Betriebsteil","Teilzeit",23,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4500,"Personalamt","Vollzeit",53,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4500,"Personalamt","Teilzeit",47,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4610,"Amt fuer Informatik","Vollzeit",82,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4610,"Amt fuer Informatik","Teilzeit",18,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4700,"Drucksachen und Material","Vollzeit",89,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4700,"Drucksachen und Material","Teilzeit",11,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5000,"Generalsekretariat","Vollzeit",68,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5000,"Generalsekretariat","Teilzeit",32,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5205,"Amt fuer Mobilitaet","Vollzeit",64,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5205,"Amt fuer Mobilitaet","Teilzeit",36,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5300,"Amt fuer Wirtschaft und Arbeit","Vollzeit",80,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5300,"Amt fuer Wirtschaft und Arbeit","Teilzeit",20,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,6,"Gesundheitsdirektion",6000,"Steuerung Gesundheitsversorgung"" ","Vollzeit",51,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,6,"Gesundheitsdirektion",6000,"Steuerung Gesundheitsversorgung"" ","Teilzeit",49,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,6,"Gesundheitsdirektion",6100,"Aufsicht und Bewilligungen im Gesundheitswesen","Vollzeit",65,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,6,"Gesundheitsdirektion",6100,"Aufsicht und Bewilligungen im Gesundheitswesen","Teilzeit",35,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,6,"Gesundheitsdirektion",6150,"Arzneimittelversorgung","Vollzeit",69,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,6,"Gesundheitsdirektion",6150,"Arzneimittelversorgung","Teilzeit",31,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7000,"Bildungsverwaltung","Vollzeit",39,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7000,"Bildungsverwaltung","Teilzeit",61,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7100,"Lehrmittelverlag","Vollzeit",66,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7100,"Lehrmittelverlag","Teilzeit",34,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7200,"Volksschule, inkl. Vikare","Vollzeit",26,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7200,"Volksschule, inkl. Vikare","Teilzeit",74,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7301,"Mittelschulen","Vollzeit",22,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7301,"Mittelschulen","Teilzeit",78,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7306,"Berufsbildung","Vollzeit",20,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7306,"Berufsbildung","Teilzeit",80,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7501,"Kinder- und Jugendhilfe","Vollzeit",18,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7501,"Kinder- und Jugendhilfe","Teilzeit",82,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,7,"Bildungsdirektion",7502,"Berufs- und Studien- und Laufbahnberatung","Vollzeit",15,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,7,"Bildungsdirektion",7502,"Berufs- und Studien- und Laufbahnberatung","Teilzeit",85,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8000,"Generalsekretariat","Vollzeit",64,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8000,"Generalsekretariat","Teilzeit",36,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8100,"Hochbauamt","Vollzeit",68,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8100,"Hochbauamt","Teilzeit",32,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8300,"Amt fuer Raumentwicklung","Vollzeit",44,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8300,"Amt fuer Raumentwicklung","Teilzeit",56,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8400,"Tiefbauamt","Vollzeit",89,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8400,"Tiefbauamt","Teilzeit",11,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8500,"Amt fuer Abfall, Wasser, Energie und Luft","Vollzeit",59,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8500,"Amt fuer Abfall, Wasser, Energie und Luft","Teilzeit",41,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8700,"Immobilienamt","Vollzeit",79,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8700,"Immobilienamt","Teilzeit",21,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,8,"Baudirektion",8800,"Amt fuer Landschaft und Natur","Vollzeit",35,"Prozent","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,8,"Baudirektion",8800,"Amt fuer Landschaft und Natur","Teilzeit",65,"Prozent","Teilzeit = Beschaeftigungsgrad < 90%",
2021-12-31,1,"Regierungsrat und Staatskanzlei",1000,"Regierungsrat und Staatskanzlei","Frauen",37,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,1,"Regierungsrat und Staatskanzlei",1000,"Regierungsrat und Staatskanzlei","Maenner",48,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2201,"Generalsekretariat","Frauen",40,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2201,"Generalsekretariat","Maenner",44,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2204,"Staatsanwaltschaft","Frauen",301,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2204,"Staatsanwaltschaft","Maenner",161,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2205,"Jugendstrafrechtspflege","Frauen",71,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2205,"Jugendstrafrechtspflege","Maenner",31,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2206,"Justizvollzug und Wiedereingliederung","Frauen",435,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2206,"Justizvollzug und Wiedereingliederung","Maenner",673,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2207,"Gemeindeamt","Frauen",43,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2207,"Gemeindeamt","Maenner",23,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2221,"Handelsregisteramt","Frauen",45,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2221,"Handelsregisteramt","Maenner",26,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2223,"Statistisches Amt","Frauen",10,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2223,"Statistisches Amt","Maenner",24,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2224,"Staatsarchiv","Frauen",48,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2224,"Staatsarchiv","Maenner",37,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2232,"Kantonale Opferhilfestelle","Frauen",10,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2232,"Kantonale Opferhilfestelle","Maenner",0,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2233,"Fachstelle Gleichstellung","Frauen",3,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2233,"Fachstelle Gleichstellung","Maenner",2,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2234,"Fachstelle Kultur","Frauen",17,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2234,"Fachstelle Kultur","Maenner",6,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2241,"Fachstelle Integration","Frauen",11,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2241,"Fachstelle Integration","Maenner",2,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2251,"Bezirksraete","Frauen",58,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2251,"Bezirksraete","Maenner",12,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2261,"Statthalteraemter","Frauen",76,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2021-12-31,2,"Direktion der Justiz und des Innern",2261,"Statthalteraemter","Maenner",32,"Anstellungsverhaeltnisse [Anzahl]","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
